5,0,4184210,VIA TIBURTINA,""
5,0,4184210,VIA TIBURTINA,""
5,4,4184287,VIA DEI CRISPOLTI,""
5,4,4184287,VIA DEI CRISPOLTI,""
5,4,4184287,VIA DEI CRISPOLTI,""
5,4,4184287,VIA DEI CRISPOLTI,""
5,0,4184299,VIA DI PIETRALATA,""
5,0,4184299,VIA DI PIETRALATA,""
5,0,4187042,VIA DELLE CASE ROSSE,VIA DI SALONE
5,0,4187042,VIA DELLE CASE ROSSE,VIA DI SALONE
5,2,4187046,VIA VENAFRO,""
5,2,4187046,VIA VENAFRO,""
5,2,4187046,VIA VENAFRO,""
5,2,4187046,VIA VENAFRO,""
5,1,4187054,VIA GIOVANNI PITTALUGA,VIA DOMENICO CUCCHIARI
5,1,4187054,VIA GIOVANNI PITTALUGA,VIA DOMENICO CUCCHIARI
5,4,4187084,VIA DEI MONTI TIBURTINI,""
5,4,4187084,VIA DEI MONTI TIBURTINI,""
5,4,4187084,VIA DEI MONTI TIBURTINI,""
5,4,4187084,VIA DEI MONTI TIBURTINI,""
5,0,4187126,VIA TIBURTINA,""
5,0,4187126,VIA TIBURTINA,""
5,1,4188805,VIA ALFONSO TORELLI,""
5,1,4188805,VIA ALFONSO TORELLI,""
5,2,4188812,VIA TIBURTINA,""
5,2,4188812,VIA TIBURTINA,""
5,4,4188820,VIA ELISEA SAVELLI,VIA MASSIMILIANO DI PALOMBARA
5,4,4188820,VIA ELISEA SAVELLI,VIA MASSIMILIANO DI PALOMBARA
5,4,4188820,VIA ELISEA SAVELLI,VIA MASSIMILIANO DI PALOMBARA
5,4,4188820,VIA ELISEA SAVELLI,VIA MASSIMILIANO DI PALOMBARA
5,3,4188828,VIA TIBURTINA,""
5,3,4188828,VIA TIBURTINA,""
5,3,4188828,VIA TIBURTINA,""
5,4,4190559,VIA TIBURTINA,""
5,4,4190559,VIA TIBURTINA,""
5,4,4190559,VIA TIBURTINA,""
5,4,4190559,VIA TIBURTINA,""
5,6,4190573,VIA DI GROTTA DI GREGNA,""
5,6,4190573,VIA DI GROTTA DI GREGNA,""
5,6,4190573,VIA DI GROTTA DI GREGNA,""
5,6,4190573,VIA DI GROTTA DI GREGNA,""
5,1,4192467,VIA DEI MONTI TIBURTINI,VIA DEI DURANTINI
5,1,4192467,VIA DEI MONTI TIBURTINI,VIA DEI DURANTINI
5,2,4192495,VIA ALFONSO TORELLI,""
5,2,4192495,VIA ALFONSO TORELLI,""
5,1,4192514,VIA CARLO AMORETTI,VIA DEI DURANTINI
5,1,4192514,VIA CARLO AMORETTI,VIA DEI DURANTINI
5,4,4194470,VIA FABRIANO,VIA MAIOLATI
5,4,4194470,VIA FABRIANO,VIA MAIOLATI
5,4,4194470,VIA FABRIANO,VIA MAIOLATI
5,4,4194470,VIA FABRIANO,VIA MAIOLATI
5,4,4194470,VIA FABRIANO,VIA MAIOLATI
5,0,4194487,VIA DAMETA,""
5,1,4194501,VIA FILIPPO FIORENTINI,""
5,0,4194522,VIA FABRIANO,VIA MUCCIA
5,0,4194522,VIA FABRIANO,VIA MUCCIA
5,0,4194522,VIA FABRIANO,VIA MUCCIA
5,0,4194522,VIA FABRIANO,VIA MUCCIA
5,0,4194522,VIA FABRIANO,VIA MUCCIA
5,2,4198448,VIA DI PORTONACCIO,LARGO GIOVANNI PITTALUGA
5,2,4198448,VIA DI PORTONACCIO,LARGO GIOVANNI PITTALUGA
5,2,4198448,VIA DI PORTONACCIO,LARGO GIOVANNI PITTALUGA
5,2,4198456,VIA TIBURTINA,""
5,2,4198456,VIA TIBURTINA,""
5,0,4198461,VIALE MARX,""
5,0,4198461,VIALE MARX,""
5,0,4198464,VIA GIUSEPPE DONATI,""
5,0,4198464,VIA GIUSEPPE DONATI,""
5,1,4198472,VIA TIBURTINA,""
5,1,4198472,VIA TIBURTINA,""
5,1,4198483,VIA DI PIETRALATA,""
5,1,4198483,VIA DI PIETRALATA,""
5,1,4198491,VIA DI PIETRALATA,""
5,0,4198497,VIA VINCENZO MORELLO,""
5,0,4198497,VIA VINCENZO MORELLO,""
5,2,4198510,VIA ACHILLE BENEDETTI,""
5,2,4198510,VIA ACHILLE BENEDETTI,""
5,2,4198510,VIA ACHILLE BENEDETTI,""
5,2,4198510,VIA ACHILLE BENEDETTI,""
